gene_set,stratum,clinvar_arm,tool,n,k_genes,n_pos,n_neg,auroc,auroc_lo,auroc_hi,auprc_median,status,walker_sens_pp3,walker_spec_pp3,walker_lr_pp3,walker_lr_bp4,walker_lr_bp4_for_tier,walker_tier_pp3
all_genes,all_1_50,classified,phastcons,1889,7,596.0,1293.0,0.9291384411975185,0.885857337712056,0.9568082075707166,0.8729259642962571,ok,0.924496644295302,0.7440061871616396,3.6114022993166928,0.10571027224687285,0.10571027224687285,Supporting
all_genes,all_1_50,classified,gpn_msa,1889,7,596.0,1293.0,0.9465511477537933,0.9135993605490378,0.9673843177506315,0.9096347427436514,ok,0.9983221476510067,0.08352668213457076,1.089308469968567,0.02106274841988662,0.02106274841988662,below supporting
all_genes,all_1_50,classified,nt,1889,7,596.0,1293.0,0.8185371502918569,0.7555626857874672,0.868119344904065,0.7477542469663652,ok,0.8741610738255033,0.3952049497293117,1.4453839750081532,0.31862524823517474,0.31862524823517474,below supporting
all_genes,all_1_50,classified,spliceai_walker,1889,7,596.0,1293.0,0.9675930635030576,0.9364226365735125,0.9837466414448421,0.9784352011856828,ok,0.9177852348993288,0.954369682907966,20.113496758048004,0.0696084413020852,0.0696084413020852,Strong
all_genes,all_1_50,classified,avi,1889,7,596.0,1293.0,0.9661672668461944,0.9282835499551539,0.9843759934794993,0.9678894622232612,ok,0.959731543624161,0.7169373549883991,3.390527010672241,0.04875197948872634,0.04875197948872634,Supporting
all_genes,all_1_50,classified,avi_splice_sites,1889,7,596.0,1293.0,0.958402865942666,0.9239842308509137,0.9776148873688438,0.9570904198070134,ok,0.9144295302013423,0.9682907965970611,28.83798494025209,0.0767628051090392,0.0767628051090392,Strong
all_genes,all_1_50,classified,avi_splice_site_usage,1889,7,596.0,1293.0,0.9658287234740504,0.9206359642302746,0.9856871714737359,0.9737164789994366,ok,0.9177852348993288,0.9767981438515081,39.55654362416107,0.07621479799973682,0.07621479799973682,Strong
all_genes,all_1_50,classified,avi_splice_junctions,1889,7,596.0,1293.0,0.9666750498143806,0.9327974514834684,0.9837716667601759,0.9692784651404827,ok,0.9781879194630873,0.39984532095901004,1.629893015290943,0.03822842444490435,0.03822842444490435,below supporting
all_genes,all_1_50,recorded_unclassified,spliceai,1203,6,300.0,886.0,0.913429781105047,0.848912942534551,0.9519559677580635,0.8456719221492277,ok,0.8725490196078431,0.8416945373467113,5.511806130903065,0.11830651543128463,0.11830651543128463,Moderate
all_genes,all_1_50,recorded_unclassified,pangolin,1203,6,300.0,886.0,0.9279072260478756,0.8831087367592373,0.9563846765380696,0.8430962047769135,ok,0.8921568627450981,0.8461538461538461,5.799019607843137,0.08776564518022778,0.08776564518022778,Moderate
all_genes,all_1_50,recorded_unclassified,alphagenome,1203,6,300.0,886.0,0.9276377707510243,0.8736333781583956,0.9596292027066714,0.8733757130545882,ok,1.0,0.0,1.0,,,below supporting
all_genes,all_1_50,recorded_unclassified,cadd,1203,6,300.0,886.0,0.8110299403926473,0.7692598952407498,0.8467449342080128,0.6959376304300475,ok,1.0,0.027870680044593088,1.0286697247706422,,,below supporting
all_genes,all_1_50,recorded_unclassified,phylop,1203,6,300.0,886.0,0.7634469275419479,0.697111143948307,0.819026096683208,0.6270459304233147,ok,0.9019607843137255,0.3957636566332218,1.4927284566963317,0.25490196078431376,0.25490196078431376,below supporting
all_genes,all_1_50,recorded_unclassified,phastcons,1203,6,300.0,886.0,0.7429268934511611,0.6633830285339825,0.809083727386243,0.5351549491132951,ok,0.8202614379084967,0.5852842809364549,1.977888467214843,0.27211053197650364,0.27211053197650364,below supporting
all_genes,all_1_50,recorded_unclassified,gpn_msa,1203,6,300.0,886.0,0.813909065997647,0.756922393442358,0.8600067983261159,0.6868378277607394,ok,0.9934640522875817,0.043478260869565216,1.0386215092097444,0.1724336793540946,0.1724336793540946,below supporting
all_genes,all_1_50,recorded_unclassified,nt,1203,6,300.0,886.0,0.7117395435809996,0.6511544272905775,0.765590475919813,0.6039400479842051,ok,0.8529411764705882,0.32887402452619846,1.2709106898573381,0.5001945222533458,0.5001945222533458,below supporting
all_genes,all_1_50,recorded_unclassified,spliceai_walker,1203,6,300.0,886.0,0.9143276551823484,0.8578843976516857,0.9496688561584875,0.8519799775953906,ok,0.9019607843137255,0.8205128205128205,5.025210084033613,0.10075093867334169,0.10075093867334169,Moderate
all_genes,all_1_50,recorded_unclassified,avi,1203,6,300.0,886.0,0.9238638325007659,0.865733503472582,0.9580464027465615,0.9022080850680859,ok,0.9607843137254902,0.5306577480490524,2.0470867681989664,0.052976612331679655,0.052976612331679655,below supporting
all_genes,all_1_50,recorded_unclassified,avi_splice_sites,1203,6,300.0,886.0,0.9140855972896914,0.8614004173167635,0.9479538546509415,0.8681385714299488,ok,0.8496732026143791,0.9052396878483835,8.966551326412919,0.13143382352941177,0.13143382352941177,Moderate
all_genes,all_1_50,recorded_unclassified,avi_splice_site_usage,1203,6,300.0,886.0,0.9299488122965281,0.872358569925002,0.9626670428050681,0.8941321359788601,ok,0.8627450980392157,0.887402452619844,7.662201514269074,0.11839805560107051,0.11839805560107051,Moderate
all_genes,all_1_50,recorded_unclassified,avi_splice_junctions,1203,6,300.0,886.0,0.9203097704564973,0.8690965155125426,0.9525801247002436,0.8882303386404788,ok,0.9803921568627451,0.32998885172798215,1.463247528628756,0.0,0.05265938710813667,below supporting
all_genes,all_1_50,unrecorded,spliceai,5361,6,697.0,4664.0,0.92789068144575,0.8678317305101789,0.9618575795236939,0.8378204649904566,ok,0.7317073170731707,0.9288164665523156,10.279165442256831,0.22885547727115146,0.22885547727115146,Moderate
all_genes,all_1_50,unrecorded,pangolin,5361,6,697.0,4664.0,0.9335087894962176,0.8903052561738192,0.9604523572666922,0.8285402699218916,ok,0.7532281205164992,0.9268867924528302,10.302216874161152,0.2013617889152252,0.2013617889152252,Moderate
all_genes,all_1_50,unrecorded,alphagenome,5361,6,697.0,4664.0,0.9292839391951248,0.8761110939169604,0.9606598805795457,0.8364576559264734,ok,1.0,0.0,1.0,,,below supporting
all_genes,all_1_50,unrecorded,cadd,5361,6,697.0,4664.0,0.8380602450360535,0.7924454710912769,0.8752285742222979,0.6384906175910239,ok,1.0,0.02251286449399657,1.0230313665277473,0.0,0.35847509735601557,below supporting
all_genes,all_1_50,unrecorded,phylop,5361,6,697.0,4664.0,0.8229525217536635,0.8001361687807205,0.8436730664780498,0.6209328959371265,ok,0.8780487804878049,0.44489708404802747,1.5817765593646667,0.2408810959470103,0.2408810959470103,below supporting
all_genes,all_1_50,unrecorded,phastcons,5361,6,697.0,4664.0,0.805717450600188,0.7828018286462629,0.8267504370193721,0.47112182644583184,ok,0.7604017216642754,0.7195540308747856,2.711401857677508,0.3204515888147873,0.3204515888147873,Supporting
all_genes,all_1_50,unrecorded,gpn_msa,5361,6,697.0,4664.0,0.8432651668216932,0.8210891429732775,0.8631505938881259,0.6431939125577545,ok,0.9870875179340028,0.055960548885077184,1.0455998600145786,0.2239844401889749,0.2239844401889749,below supporting
all_genes,all_1_50,unrecorded,nt,5361,6,697.0,4664.0,0.7354009416265382,0.6868791753077742,0.7788248132582831,0.44076241117637766,ok,0.860832137733142,0.3194682675814751,1.264940482163634,0.4157166298679542,0.4157166298679542,below supporting
all_genes,all_1_50,unrecorded,spliceai_walker,5361,6,697.0,4664.0,0.9336092725064582,0.8760091859402844,0.9655048413271946,0.8458629875976321,ok,0.7661406025824964,0.9165951972555746,9.185809178521243,0.18645144382603904,0.18645144382603904,Moderate
all_genes,all_1_50,unrecorded,avi,5361,6,697.0,4664.0,0.9253531669016021,0.8798428222168581,0.954517231417577,0.8598028461049403,ok,0.9124820659971306,0.6310034305317325,2.4728741172635775,0.10568760391362673,0.10568760391362673,Supporting
all_genes,all_1_50,unrecorded,avi_splice_sites,5361,6,697.0,4664.0,0.9146369661632952,0.8558701073204761,0.950819379552937,0.7427987474194607,ok,0.7044476327116213,0.9384648370497427,11.447887661905929,0.21681699350348177,0.21681699350348177,Moderate
all_genes,all_1_50,unrecorded,avi_splice_site_usage,5361,6,697.0,4664.0,0.9345035137807052,0.8831478505733011,0.964203581512534,0.8565560995243595,ok,0.7259684361549498,0.9509005145797599,14.785662821950591,0.235065637610502,0.235065637610502,Moderate
all_genes,all_1_50,unrecorded,avi_splice_junctions,5361,6,697.0,4664.0,0.9296820680272508,0.8695147086268358,0.9632776774769846,0.8397738128657497,ok,0.9555236728837877,0.39472555746140653,1.5786618527559282,0.09525316940420817,0.09525316940420817,below supporting
no_BRCA1,s3_10,classified,spliceai,530,4,52.0,355.0,0.8442663973048472,0.7593918984331302,0.903024727533539,0.6543218983070387,ok,0.5185185185185185,0.9600840336134454,12.990253411306043,0.36108879964301654,0.36108879964301654,Moderate
no_BRCA1,s3_10,classified,pangolin,530,4,52.0,355.0,0.8701513827452088,0.7895743129739302,0.9228869646556964,0.7200832920208703,ok,0.5925925925925926,0.9558823529411765,13.432098765432098,0.31258208563173107,0.31258208563173107,Moderate
no_BRCA1,s3_10,classified,alphagenome,530,4,52.0,355.0,0.8175983061099965,0.7216447350805951,0.8857134750545688,0.7158608272579677,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,s3_10,classified,cadd,530,4,52.0,355.0,0.7757978008154935,0.6404553076734443,0.8704954308849394,0.48198368935162916,ok,1.0,0.04201680672268908,1.043859649122807,,,below supporting
no_BRCA1,s3_10,classified,phylop,530,4,52.0,355.0,0.8301557602455687,0.6954873213972824,0.9127403326615934,0.7163151543714377,ok,0.8888888888888888,0.49789915966386555,1.7703393770339377,0.2069205355590332,0.2069205355590332,below supporting
no_BRCA1,s3_10,classified,phastcons,530,4,52.0,355.0,0.827347637632345,0.6841786078129717,0.9137925954828505,0.4655094651669994,ok,0.8518518518518519,0.680672268907563,2.6676413255360627,0.23584788802180107,0.23584788802180107,Supporting
no_BRCA1,s3_10,classified,gpn_msa,530,4,52.0,355.0,0.8412571392559064,0.7558288081657624,0.9007224842394326,0.7016270035233338,ok,1.0,0.0819327731092437,1.0892448512585813,0.0,0.695906432748538,below supporting
no_BRCA1,s3_10,classified,nt,530,4,52.0,355.0,0.6518242266576385,0.49877637818432957,0.7788589912070977,0.34652535698712184,ok,0.7037037037037037,0.41596638655462187,1.2049027444710898,0.7470182046453233,0.7470182046453233,below supporting
no_BRCA1,s3_10,classified,spliceai_walker,530,4,52.0,355.0,0.8515742486409309,0.7693580428586999,0.907988135839853,0.6994904570787173,ok,0.5925925925925926,0.9516806722689075,12.264090177133655,0.3534762833008447,0.3534762833008447,Moderate
no_BRCA1,s3_10,classified,avi,530,4,52.0,355.0,0.8615357016796553,0.764201171222231,0.9227531708014642,0.7661111233568872,ok,0.8333333333333334,0.6743697478991597,2.5591397849462365,0.18287997541109574,0.18287997541109574,Supporting
no_BRCA1,s3_10,classified,avi_splice_sites,530,4,52.0,355.0,0.8261846813407346,0.7015491694146315,0.9057629472819254,0.6765738527358551,ok,0.5925925925925926,0.9684873949579832,18.80493827160494,0.3444870157513836,0.3444870157513836,Strong
no_BRCA1,s3_10,classified,avi_splice_site_usage,530,4,52.0,355.0,0.8202386088110513,0.7193946404072709,0.890364433536253,0.7661100673617263,ok,0.6111111111111112,0.9831932773109243,36.361111111111114,0.3746789294887729,0.3746789294887729,Strong
no_BRCA1,s3_10,classified,avi_splice_junctions,530,4,52.0,355.0,0.8436982500325959,0.7586637840840845,0.902616879017191,0.7457368327816647,ok,0.9444444444444444,0.33613445378151263,1.4226441631504922,0.0,0.4131944444444444,below supporting
no_BRCA1,s3_10,recorded_unclassified,spliceai,450,5,133.0,301.0,0.8750617287016538,0.7918965634313554,0.9280125699133589,0.7835671908061544,ok,0.7971014492753623,0.7564102564102564,3.272311212814645,0.212656048213517,0.212656048213517,Supporting
no_BRCA1,s3_10,recorded_unclassified,pangolin,450,5,133.0,301.0,0.8912648725623766,0.8340576957101661,0.9303961835198747,0.7669535935813336,ok,0.8405797101449275,0.7660256410256411,3.5926146515783204,0.13995859213250517,0.13995859213250517,Supporting
no_BRCA1,s3_10,recorded_unclassified,alphagenome,450,5,133.0,301.0,0.8939454011664897,0.830811618026909,0.9353535271855784,0.8593189789264294,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,s3_10,recorded_unclassified,cadd,450,5,133.0,301.0,0.7453318069718315,0.684961920798344,0.7975523722875064,0.6073083151985011,ok,1.0,0.02564102564102564,1.0263157894736843,,,below supporting
no_BRCA1,s3_10,recorded_unclassified,phylop,450,5,133.0,301.0,0.6757393210077781,0.6095059428033465,0.7356116531212333,0.42616921647013706,ok,0.8695652173913043,0.375,1.391304347826087,0.3425559947299078,0.3425559947299078,below supporting
no_BRCA1,s3_10,recorded_unclassified,phastcons,450,5,133.0,301.0,0.6765753656140693,0.6165861509182978,0.7312693642499518,0.44125601852554797,ok,0.7898550724637681,0.44551282051282054,1.424478512188992,0.4011220196353436,0.4011220196353436,below supporting
no_BRCA1,s3_10,recorded_unclassified,gpn_msa,450,5,133.0,301.0,0.759507499380579,0.6951285055903599,0.8139307251570054,0.5880333971314486,ok,0.9927536231884058,0.04807692307692308,1.0428926950666082,0.16149068322981366,0.16149068322981366,below supporting
no_BRCA1,s3_10,recorded_unclassified,nt,450,5,133.0,301.0,0.7153539137369738,0.6095431367341029,0.8018137929828181,0.4871312129277492,ok,0.8623188405797102,0.32371794871794873,1.2750875746960644,0.44234404536862004,0.44234404536862004,below supporting
no_BRCA1,s3_10,recorded_unclassified,spliceai_walker,450,5,133.0,301.0,0.8808092879498228,0.8209290458401902,0.9225549317872896,0.8128232633132676,ok,0.855072463768116,0.7307692307692307,3.175983436853002,0.16699604743083005,0.16699604743083005,Supporting
no_BRCA1,s3_10,recorded_unclassified,avi,450,5,133.0,301.0,0.8916179146851213,0.821027600449383,0.9365187312629669,0.870486085856729,ok,0.9492753623188406,0.3814102564102564,1.534579860328903,0.09165687426556991,0.09165687426556991,below supporting
no_BRCA1,s3_10,recorded_unclassified,avi_splice_sites,450,5,133.0,301.0,0.8756367783140356,0.8178479961071153,0.9169534020447163,0.8239020757791309,ok,0.7898550724637681,0.8525641025641025,5.357277882797731,0.1934978456717587,0.1934978456717587,Moderate
no_BRCA1,s3_10,recorded_unclassified,avi_splice_site_usage,450,5,133.0,301.0,0.8981076949438218,0.8278796650205608,0.9416993694674173,0.8502020536284417,ok,0.8043478260869565,0.8237179487179487,4.562845849802371,0.2036819428123776,0.2036819428123776,Moderate
no_BRCA1,s3_10,recorded_unclassified,avi_splice_junctions,450,5,133.0,301.0,0.890923198949004,0.8177467222589616,0.9369827686796055,0.8496115459681759,ok,0.9710144927536232,0.18269230769230768,1.1880647911338449,0.0,0.2713043478260869,below supporting
no_BRCA1,s3_10,unrecorded,spliceai,1605,5,269.0,1303.0,0.8691144010928052,0.8073159096631176,0.91322305475434,0.6879131498069061,ok,0.6897810218978102,0.8519909842223892,4.660398680944088,0.2730639657927698,0.2730639657927698,Moderate
no_BRCA1,s3_10,unrecorded,pangolin,1605,5,269.0,1303.0,0.8894709650514825,0.8345207603640294,0.9277537127279843,0.7207672465674351,ok,0.7481751824817519,0.8384673178061608,4.6317263622474965,0.21721262833066288,0.21721262833066288,Moderate
no_BRCA1,s3_10,unrecorded,alphagenome,1605,5,269.0,1303.0,0.8908521488551366,0.8146496840085513,0.9381059944195753,0.756684345078323,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,s3_10,unrecorded,cadd,1605,5,269.0,1303.0,0.754671743755281,0.6810036914488606,0.8159256209437982,0.32293497507552915,ok,1.0,0.014274981217129978,1.014481707317073,0.0,1.3248175182481752,below supporting
no_BRCA1,s3_10,unrecorded,phylop,1605,5,269.0,1303.0,0.7248950480116119,0.6680419494477221,0.7752864451543577,0.4840380630711709,ok,0.8540145985401459,0.40796393688955673,1.442504353625551,0.2687218512191334,0.2687218512191334,below supporting
no_BRCA1,s3_10,unrecorded,phastcons,1605,5,269.0,1303.0,0.7042766431232492,0.6425123449579488,0.7593663076377665,0.3071664659125752,ok,0.7700729927007299,0.5371900826446281,1.66390771637122,0.3805543408792761,0.3805543408792761,below supporting
no_BRCA1,s3_10,unrecorded,gpn_msa,1605,5,269.0,1303.0,0.7662901406092167,0.728819176068531,0.8000042739399158,0.5233185753061036,ok,0.9927007299270073,0.042073628850488355,1.036301703163017,0.17664233576642335,0.17664233576642335,below supporting
no_BRCA1,s3_10,unrecorded,nt,1605,5,269.0,1303.0,0.694163055981064,0.6468453973650405,0.7377115784593937,0.3441985133445886,ok,0.8394160583941606,0.3065364387678437,1.2104688772726195,0.502049096766301,0.502049096766301,below supporting
no_BRCA1,s3_10,unrecorded,spliceai_walker,1605,5,269.0,1303.0,0.8857993406564453,0.8202426756402729,0.9295026313822928,0.72940937160389,ok,0.7518248175182481,0.8264462809917356,4.331942996176573,0.18446826203455605,0.18446826203455605,Moderate
no_BRCA1,s3_10,unrecorded,avi,1605,5,269.0,1303.0,0.8867876544041425,0.8089230235747894,0.9354539667834415,0.7829726999723086,ok,0.9452554744525548,0.48910593538692715,1.8501985830828682,0.09913600476687026,0.09913600476687026,below supporting
no_BRCA1,s3_10,unrecorded,avi_splice_sites,1605,5,269.0,1303.0,0.8781380009571611,0.798834538626577,0.9289587036669413,0.66643881669574,ok,0.6532846715328468,0.8955672426746807,6.2555532216562515,0.22647530679853042,0.22647530679853042,Moderate
no_BRCA1,s3_10,unrecorded,avi_splice_site_usage,1605,5,269.0,1303.0,0.8884720754203006,0.8198708367485958,0.933079420383101,0.7465381238981201,ok,0.708029197080292,0.8858001502629602,6.1999135612754515,0.26537239794539064,0.26537239794539064,Moderate
no_BRCA1,s3_10,unrecorded,avi_splice_junctions,1605,5,269.0,1303.0,0.8934802813439392,0.8147759664007567,0.9411572270170906,0.7842442730908744,ok,0.9708029197080292,0.27122464312546957,1.3321017382797804,0.1508591376887156,0.1508591376887156,below supporting
no_BRCA1,s11_50,classified,spliceai,640,1,,,,,,,not evaluable,0.1875,0.975328947368421,7.6,0.7061946902654868,0.7061946902654868,Moderate
no_BRCA1,s11_50,classified,pangolin,640,1,,,,,,,not evaluable,0.125,0.9868421052631579,9.5,0.8085106382978723,0.8085106382978723,Moderate
no_BRCA1,s11_50,classified,alphagenome,640,1,,,,,,,not evaluable,1.0,0.0,1.0,,,below supporting
no_BRCA1,s11_50,classified,cadd,640,1,,,,,,,not evaluable,1.0,0.03618421052631579,1.037542662116041,0.0,5.181818181818182,below supporting
no_BRCA1,s11_50,classified,phylop,640,1,,,,,,,not evaluable,0.5625,0.5230263157894737,1.1793103448275861,0.8866666666666667,0.8866666666666667,below supporting
no_BRCA1,s11_50,classified,phastcons,640,1,,,,,,,not evaluable,0.15625,0.7960526315789473,0.7661290322580645,1.0623655913978496,1.0623655913978496,below supporting
no_BRCA1,s11_50,classified,gpn_msa,640,1,,,,,,,not evaluable,0.96875,0.08552631578947369,1.0593525179856116,0.3877551020408163,0.3877551020408163,below supporting
no_BRCA1,s11_50,classified,nt,640,1,,,,,,,not evaluable,0.75,0.37993421052631576,1.2095490716180373,0.624413145539906,0.624413145539906,below supporting
no_BRCA1,s11_50,classified,spliceai_walker,640,1,,,,,,,not evaluable,0.1875,0.9720394736842105,6.705882352941177,0.6575591985428051,0.6575591985428051,Moderate
no_BRCA1,s11_50,classified,avi,640,1,,,,,,,not evaluable,0.53125,0.7483552631578947,2.111111111111111,0.5903954802259886,0.5903954802259886,Supporting
no_BRCA1,s11_50,classified,avi_splice_sites,640,1,,,,,,,not evaluable,0.15625,0.9819078947368421,8.636363636363637,0.8070796460176991,0.8070796460176991,Moderate
no_BRCA1,s11_50,classified,avi_splice_site_usage,640,1,,,,,,,not evaluable,0.15625,0.9884868421052632,13.571428571428573,0.7369308600337269,0.7369308600337269,Moderate
no_BRCA1,s11_50,classified,avi_splice_junctions,640,1,,,,,,,not evaluable,0.6875,0.4276315789473684,1.2011494252873565,0.7102803738317757,0.7102803738317757,below supporting
no_BRCA1,s11_50,recorded_unclassified,spliceai,62,0,,,,,,,not evaluable,0.75,0.6739130434782609,2.3,0.2974137931034483,0.2974137931034483,Supporting
no_BRCA1,s11_50,recorded_unclassified,pangolin,62,0,,,,,,,not evaluable,0.6875,0.717391304347826,2.432692307692308,0.359375,0.359375,Supporting
no_BRCA1,s11_50,recorded_unclassified,alphagenome,62,0,,,,,,,not evaluable,1.0,0.0,1.0,,,below supporting
no_BRCA1,s11_50,recorded_unclassified,cadd,62,0,,,,,,,not evaluable,1.0,0.0,1.0,,,below supporting
no_BRCA1,s11_50,recorded_unclassified,phylop,62,0,,,,,,,not evaluable,0.6875,0.32608695652173914,1.0201612903225807,1.1057692307692308,1.1057692307692308,below supporting
no_BRCA1,s11_50,recorded_unclassified,phastcons,62,0,,,,,,,not evaluable,0.25,0.6086956521739131,0.6388888888888888,1.0648148148148147,1.0648148148148147,below supporting
no_BRCA1,s11_50,recorded_unclassified,gpn_msa,62,0,,,,,,,not evaluable,1.0,0.10869565217391304,1.1219512195121952,,,below supporting
no_BRCA1,s11_50,recorded_unclassified,nt,62,0,,,,,,,not evaluable,0.8125,0.2826086956521739,1.1325757575757576,0.71875,0.71875,below supporting
no_BRCA1,s11_50,recorded_unclassified,spliceai_walker,62,0,,,,,,,not evaluable,0.8125,0.6521739130434783,2.3359375,0.359375,0.359375,Supporting
no_BRCA1,s11_50,recorded_unclassified,avi,62,0,,,,,,,not evaluable,0.9375,0.41304347826086957,1.597222222222222,0.26136363636363635,0.26136363636363635,below supporting
no_BRCA1,s11_50,recorded_unclassified,avi_splice_sites,62,0,,,,,,,not evaluable,0.6875,0.7391304347826086,2.6354166666666665,0.4107142857142857,0.4107142857142857,Supporting
no_BRCA1,s11_50,recorded_unclassified,avi_splice_site_usage,62,0,,,,,,,not evaluable,0.625,0.8260869565217391,3.59375,0.4637096774193548,0.4637096774193548,Supporting
no_BRCA1,s11_50,recorded_unclassified,avi_splice_junctions,62,0,,,,,,,not evaluable,1.0,0.1956521739130435,1.2432432432432432,,,below supporting
no_BRCA1,s11_50,unrecorded,spliceai,3490,4,165.0,3267.0,0.8655242771254578,0.7175476573632199,0.9422187943118083,0.5466347781440464,ok,0.41954022988505746,0.9644149577804584,11.789791544905512,0.5109748998390576,0.5109748998390576,Moderate
no_BRCA1,s11_50,unrecorded,pangolin,3490,4,165.0,3267.0,0.8453742926201393,0.7703824880534867,0.8990825456885662,0.44848042597672505,ok,0.40804597701149425,0.9671290711700844,12.413582199725825,0.4831825114772216,0.4831825114772216,Moderate
no_BRCA1,s11_50,unrecorded,alphagenome,3490,4,165.0,3267.0,0.8449401314944581,0.7548015870799601,0.9060661736073696,0.47371505912827483,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,s11_50,unrecorded,cadd,3490,4,165.0,3267.0,0.6284078041841803,0.47085505338661826,0.7626922401965873,0.12271748587775151,ok,1.0,0.025934861278648975,1.026625386996904,0.0,1.2704980842911877,below supporting
no_BRCA1,s11_50,unrecorded,phylop,3490,4,165.0,3267.0,0.6672597617209072,0.5570857480885678,0.7617488629013094,0.15371838099206991,ok,0.7528735632183908,0.4620024125452352,1.3993995154888923,0.5372084923007137,0.5372084923007137,below supporting
no_BRCA1,s11_50,unrecorded,phastcons,3490,4,165.0,3267.0,0.585099119852646,0.4550692438222473,0.7042653038879847,0.07904204324743452,ok,0.41379310344827586,0.7964414957780458,2.0327969348659005,0.7477961376030179,0.7477961376030179,below supporting
no_BRCA1,s11_50,unrecorded,gpn_msa,3490,4,165.0,3267.0,0.6627545815705319,0.5088086594884531,0.7885070049285845,0.13314737657016273,ok,0.9597701149425287,0.06182147165259349,1.0230143687397701,0.6214392803598201,0.6214392803598201,below supporting
no_BRCA1,s11_50,unrecorded,nt,3490,4,165.0,3267.0,0.7165486718328543,0.615418371193533,0.7997392143508751,0.09807656446753793,ok,0.8390804597701149,0.32599517490952956,1.2449175859497543,0.4876527959152461,0.4876527959152461,below supporting
no_BRCA1,s11_50,unrecorded,spliceai_walker,3490,4,165.0,3267.0,0.8551210147377122,0.7173420654249131,0.9320980350158702,0.5377510417170063,ok,0.4540229885057471,0.9574788902291917,10.677590282872748,0.4686263425664217,0.4686263425664217,Moderate
no_BRCA1,s11_50,unrecorded,avi,3490,4,165.0,3267.0,0.7937381601041409,0.7484538781296048,0.8326925273623937,0.43125017420712614,ok,0.735632183908046,0.6911942098914354,2.382183908045977,0.2791516917597539,0.2791516917597539,Supporting
no_BRCA1,s11_50,unrecorded,avi_splice_sites,3490,4,165.0,3267.0,0.8156049132767502,0.7305376510247189,0.8782911786807995,0.3799375585324245,ok,0.3620689655172414,0.9604945717732207,9.165043432482232,0.5222970065769255,0.5222970065769255,Moderate
no_BRCA1,s11_50,unrecorded,avi_splice_site_usage,3490,4,165.0,3267.0,0.8509069497900241,0.7486405577974652,0.9162220825637912,0.4914891923270932,ok,0.3620689655172414,0.9819059107358263,20.010344827586206,0.5436457319929376,0.5436457319929376,Strong
no_BRCA1,s11_50,unrecorded,avi_splice_junctions,3490,4,165.0,3267.0,0.8378508299573506,0.7131430273918865,0.9148190496839493,0.5164819352888514,ok,0.867816091954023,0.44632086851628466,1.5673628327448477,0.19560454376917114,0.19560454376917114,below supporting
no_BRCA1,s3_50,classified,spliceai,1170,4,78.0,799.0,0.7775066411299634,0.6654564676483472,0.8599269840857919,0.48101913727186396,ok,0.3953488372093023,0.9686346863468634,12.604651162790697,0.48875177978168016,0.48875177978168016,Moderate
no_BRCA1,s3_50,classified,pangolin,1170,4,78.0,799.0,0.7928324557484446,0.690255041072975,0.8679388529244072,0.5737518262623709,ok,0.4186046511627907,0.9732472324723247,15.647153167602248,0.49805612497349255,0.49805612497349255,Moderate
no_BRCA1,s3_50,classified,alphagenome,1170,4,78.0,799.0,0.7619135700886742,0.6191797898352094,0.8629877812724372,0.612753509467467,ok,1.0,0.0,1.0,,,below supporting
no_BRCA1,s3_50,classified,cadd,1170,4,78.0,799.0,0.6617623013055818,0.502690209555278,0.7910975882830897,0.27589550588111933,ok,1.0,0.03874538745387454,1.0403071017274472,0.0,2.363372093023256,below supporting
no_BRCA1,s3_50,classified,phylop,1170,4,78.0,799.0,0.7403714883162212,0.59417649129371,0.8474245376734127,0.48242858541682504,ok,0.7674418604651163,0.5119926199261993,1.572602980612828,0.46683893195521103,0.46683893195521103,below supporting
no_BRCA1,s3_50,classified,phastcons,1170,4,78.0,799.0,0.7227706642969204,0.5382929454702615,0.8535876719183676,0.3343205970667201,ok,0.5930232558139535,0.7453874538745388,2.329120323559151,0.5609399732131986,0.5609399732131986,Supporting
no_BRCA1,s3_50,classified,gpn_msa,1170,4,78.0,799.0,0.7412037531576041,0.6295752825045248,0.8283635840489488,0.4486754191262646,ok,0.9883720930232558,0.08394833948339483,1.0789479847303216,0.14488104784816894,0.14488104784816894,below supporting
no_BRCA1,s3_50,classified,nt,1170,4,78.0,799.0,0.6191888464086506,0.4432047852048301,0.7685922015116194,0.25984438984591857,ok,0.7209302325581395,0.39575645756457567,1.193112018462631,0.7110316040548599,0.7110316040548599,below supporting
no_BRCA1,s3_50,classified,spliceai_walker,1170,4,78.0,799.0,0.7835746025924218,0.681489097100847,0.8596778886557211,0.5699083189468945,ok,0.4418604651162791,0.9630996309963099,11.974418604651163,0.4653615935629477,0.4653615935629477,Moderate
no_BRCA1,s3_50,classified,avi,1170,4,78.0,799.0,0.7811316235190083,0.6329337987450265,0.8807679561600494,0.6006434457502573,ok,0.7209302325581395,0.7158671586715867,2.5372999093929325,0.33894860269689275,0.33894860269689275,Supporting
