tool,stratum,tier,path_cut_lr,n_genes,k,n_subsets,n_subsets_fitted,n_subsets_reached,frac_subsets_reached,threshold_median,threshold_q25,threshold_q75,threshold_min,threshold_max,threshold_all_genes,n_pairs,n_pairs_evaluable,n_pairs_cleared,frac_pairs_cleared,heldout_lr_median,heldout_lr_q25,heldout_lr_q75
alphagenome,s3_10,strong,18.7,7,5,21,21,19,0.9047619047619048,2.1998846411705015,2.199863910675049,2.199891132116318,2.1998340010643007,2.199895179271698,2.1998827695846557,42,33,27,0.8181818181818182,41.666666666666664,28.438636363636363,59.54545454545454
alphagenome,s3_10,strong,18.7,7,6,7,7,7,1.0,2.1998827695846557,2.1998796999454497,2.1998871147632597,2.199852538108826,2.199893927574158,2.1998827695846557,7,6,5,0.8333333333333334,41.625,30.078977272727272,58.95454545454545
alphagenome,s11_50,moderate,4.33,6,2,15,15,11,0.7333333333333333,2.1977094054222106,2.19590824842453,2.1984427213668822,2.188644528388977,2.19890878200531,2.1989681839942934,60,32,27,0.84375,8.278761904761904,5.564102564102564,24.3
alphagenome,s11_50,moderate,4.33,6,3,20,20,20,1.0,2.198186767101288,2.197553426027298,2.1985114902257923,2.1926167607307434,2.198884654045105,2.1989681839942934,60,41,39,0.9512195121951219,15.06140350877193,7.153846153846154,24.944444444444443
alphagenome,s11_50,moderate,4.33,6,4,15,15,15,1.0,2.19849671125412,2.19810271859169,2.1988455176353456,2.196417212486267,2.1989102244377134,2.1989681839942934,30,17,17,1.0,24.3,8.429614181439,27.0
alphagenome,s11_50,moderate,4.33,6,5,6,6,6,1.0,2.1988884806632996,2.19849394261837,2.198897933959961,2.1981048703193666,2.1989681839942934,2.1989681839942934,6,3,3,1.0,27.0,17.518769551616266,39.15079365079365
alphagenome,s11_50,strong,18.7,6,2,15,15,0,0.0,,,,,,2.1996044516563416,60,0,0,,,,
alphagenome,s11_50,strong,18.7,6,3,20,20,1,0.05,2.198454189300537,2.198454189300537,2.198454189300537,2.198454189300537,2.198454189300537,2.1996044516563416,60,1,0,0.0,9.858624663849405,9.858624663849405,9.858624663849405
alphagenome,s11_50,strong,18.7,6,4,15,15,0,0.0,,,,,,2.1996044516563416,30,0,0,,,,
alphagenome,s11_50,strong,18.7,6,5,6,6,1,0.16666666666666666,2.1996062994003296,2.1996062994003296,2.1996062994003296,2.1996062994003296,2.1996062994003296,2.1996044516563416,6,0,0,,,,
alphagenome,s3_50,moderate,4.33,7,2,21,21,21,1.0,2.1989310026168822,2.198423111438751,2.1990666031837462,2.1981736779212953,2.1994319796562194,2.199358892440796,105,105,105,1.0,23.931888544891642,18.244371822803195,28.292810457516346
alphagenome,s3_50,moderate,4.33,7,3,35,35,35,1.0,2.199106752872467,2.198919892311096,2.1991897940635683,2.198588156700134,2.1994319796562194,2.199358892440796,140,140,140,1.0,24.7536231884058,20.83301537750029,37.130434782608695
alphagenome,s3_50,moderate,4.33,7,4,35,35,35,1.0,2.1992373943328856,2.1991897940635683,2.1993379652500153,2.198897933959961,2.1994319796562194,2.199358892440796,105,105,105,1.0,28.292810457516346,23.076923076923077,44.50738916256157
alphagenome,s3_50,moderate,4.33,7,5,21,21,21,1.0,2.1993170380592346,2.1992239952087402,2.199358892440796,2.199106752872467,2.1994129538536074,2.199358892440796,42,42,42,1.0,31.47963800904978,24.372401433691756,48.67995689655172
alphagenome,s3_50,moderate,4.33,7,6,7,7,7,1.0,2.1993492960929872,2.1993235528469084,2.1993648171424867,2.19926518201828,2.1993730783462526,2.199358892440796,7,7,7,1.0,32.645550527903474,25.18758123596833,52.676752911928546
alphagenome,s3_50,strong,18.7,7,2,21,21,19,0.9047619047619048,2.1996822595596313,2.199620270729065,2.199823093414307,2.1994269251823426,2.1999362468719483,2.1998709440231323,105,90,82,0.9111111111111111,53.47826086956521,27.616935483870968,75.08248872059298
alphagenome,s3_50,strong,18.7,7,3,35,35,35,1.0,2.19980673789978,2.1996967434883117,2.199870002269745,2.199574148654938,2.1999104619026184,2.1998709440231323,140,126,118,0.9365079365079365,53.89517618641659,32.517641129032256,88.10841121495326
alphagenome,s3_50,strong,18.7,7,4,35,35,35,1.0,2.1998690247535704,2.1997936010360717,2.1998929262161253,2.199661672115326,2.199905443191528,2.1998709440231323,105,90,86,0.9555555555555556,56.40552995391705,33.333333333333336,116.79728701825557
alphagenome,s3_50,strong,18.7,7,5,21,21,21,1.0,2.1998773574829102,2.199822652339935,2.199886178970337,2.1997084617614746,2.199893927574158,2.1998709440231323,42,36,36,1.0,57.58064516129032,36.51674937965261,133.56985294117646
alphagenome,s3_50,strong,18.7,7,6,7,7,7,1.0,2.1998730063438416,2.1998642861843107,2.199878543615341,2.1998100161552427,2.1998827695846557,2.1998709440231323,7,6,6,1.0,70.29312631896292,43.14516129032258,128.7440489279824
avi,s3_10,moderate,4.33,7,2,21,21,21,1.0,0.9953764081001282,0.9180476069450378,1.0377774238586426,0.7976815104484558,1.1427197456359863,1.0710335969924927,75,60,60,1.0,20.47562695924765,11.799862468498372,39.16666666666667
