condition,calibration,object,n,n_pos,n_neg,threshold_at_spec95,sensitivity_at_that_point,specificity_achieved,lr_plus,lr_plus_lo,lr_plus_hi,n_boot_evaluable,lr_plus_interp,sensitivity_interp,lr_plus_interp_lo,lr_plus_interp_hi,n_boot_evaluable_interp,lr_minus_at_spec95,lr_minus_at_sens95,threshold_at_sens95,acmg_tier_observed,acmg_tier,tier_basis,benign_tier_at_sens95,cal_method
y_clinvar/BRCA1_included,raw,single:cadd,879,517,362,0.46988645296601456,0.9709864603481625,0.9502762430939227,19.527616591446378,19.22948539638387,22.92688283565079,2000,19.419729206963233,0.9709864603481625,18.959107806691435,19.89568354997757,2000,0.030531689982456908,0.049588769376606126,0.5065316603794686,Strong,Strong,interpolated to the nominal specificity,Strong,isotonic
y_clinvar/BRCA1_included,calibrated_isotonic,single:cadd,879,517,362,0.6,0.9555125725338491,0.9558011049723757,21.618471953578336,18.966710032206326,44.75115740740741,2000,19.110251450676966,0.9555125725338491,18.102425826795994,19.78899526048451,2000,0.04654464954551044,0.04654464954551044,0.6,Strong,Strong,interpolated to the nominal specificity,Strong,isotonic
y_clinvar/BRCA1_included,raw,single:alphamissense,0,0,0,,,,,,,0,,,,,0,,,,not evaluable,not evaluable,interpolated to the nominal specificity,not evaluable,isotonic
y_clinvar/BRCA1_included,calibrated_isotonic,single:alphamissense,0,0,0,,,,,,,0,,,,,0,,,,not evaluable,not evaluable,interpolated to the nominal specificity,not evaluable,isotonic
y_clinvar/BRCA1_included,raw,single:gnomad_af,288,127,161,0.924731182795699,0.16535433070866143,0.9503105590062112,3.3277559055118116,0.6294791666666666,7.574025000000001,1968,3.307086614173226,0.16535433070866146,0.6492506040471143,7.399999999999993,2000,0.8782872729144151,0.316929133858268,0.11031221660836892,Supporting,Supporting,interpolated to the nominal specificity,Supporting,isotonic
y_clinvar/BRCA1_included,calibrated_isotonic,single:gnomad_af,288,127,161,0.6923076923076923,0.10236220472440945,0.9565217391304348,2.354330708661417,0.45967741935483875,8.82865717769742,1821,2.171259842519685,0.10856299212598435,0.5272108843537419,6.108297413793089,2000,0.9384395132426627,0.19015748031496027,0.2692307692307692,Supporting,Supporting,interpolated to the nominal specificity,Moderate,isotonic
y_clinvar/BRCA1_included,raw,single:phylop,946,555,391,0.5480775103874189,0.9243243243243243,0.9514066496163683,19.021621621621623,18.40795537230172,23.009615137721738,2000,18.48648648648647,0.9243243243243243,17.982517162471378,19.24548427672954,2000,0.07954083115373438,0.05594594594594589,0.4584914074861474,Strong,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_clinvar/BRCA1_included,calibrated_isotonic,single:phylop,946,555,391,0.6177901817661366,0.918918918918919,0.9667519181585678,27.638253638253637,18.403065134099617,33.82435777975957,2000,18.37837837837836,0.9189189189189189,17.957618582278926,19.173389825295256,2000,0.08386958386958382,0.05814957814957811,0.2,Strong,Moderate,interpolated to the nominal specificity,Moderate,isotonic
y_clinvar/BRCA1_included,raw,single:phastcons,946,555,391,0.9102203611474361,0.790990990990991,0.9514066496163683,16.277761972498816,13.058810325476992,43.77141225244571,1995,16.02198198198198,0.8010990990990998,10.922022540359421,18.829074051248323,2000,0.2196842003293616,0.0479848269321954,0.5158703152388637,Moderate,Moderate,interpolated to the nominal specificity,Strong,isotonic
y_clinvar/BRCA1_included,calibrated_isotonic,single:phastcons,946,555,391,0.9332376814362109,0.790990990990991,0.9514066496163683,16.277761972498816,12.521485546095661,48.53056080655325,1975,15.819819819819806,0.790990990990991,10.57316425434326,18.46476616853335,2000,0.2196842003293616,0.060578412807712104,0.23529411764705882,Moderate,Moderate,interpolated to the nominal specificity,Moderate,isotonic
